net,length_um
_03834_,136.43
pre_mul_gen\[2\].u_pre_mul.mul_out\[14\],136.36
_18352_,136.34
_03085_,136.22
_05151_,136.22
_03069_,136.1
clknet_leaf_361_clk,136.08
u_array.row_gen\[2\].col_gen\[1\].u_pe.x_out\[5\],136.04
_10240_,135.94
u_array.row_gen\[1\].col_gen\[2\].u_pe.x_out\[13\],135.94
_07464_,135.89
u_array.row_gen\[0\].col_gen\[0\].u_pe.u_fp16_adder.sign_s2,135.82
clknet_leaf_116_clk,135.61
u_array.p_wire\[13\]\[10\],135.58
_08787_,135.575
net2813,135.5
_15233_,135.47
u_array.row_gen\[2\].col_gen\[3\].u_pe.u_fp16_adder.sign_large_s1,135.445
net2829,135.42
_09019_,135.33
_05733_,135.3
u_array.row_gen\[1\].col_gen\[3\].u_pe.u_fp16_adder.mant_sum_s2\[9\],135.26
_06968_,135.235
_05917_,134.985
_04366_,134.92
_08065_,134.84
clknet_leaf_157_clk,134.83
_06855_,134.82
_11117_,134.81
_15115_,134.74
_12243_,134.72
_09565_,134.425
u_array.row_gen\[2\].col_gen\[2\].u_pe.u_fp16_adder.mant_sum_s2\[4\],134.36
_03617_,134.06
_06775_,133.94
u_array.row_gen\[0\].col_gen\[3\].u_pe.u_fp16_adder.mant_sum_s2\[6\],133.91
_09619_,133.795
_04963_,133.68
_14045_,133.68
_12157_,133.64
_08166_,133.54
u_array.row_gen\[1\].col_gen\[0\].u_pe.x_out\[1\],133.54
_18028_,133.37
_04386_,133.2
_05395_,132.8
_03133_,132.78
_11482_,132.7
clknet_leaf_248_clk,132.695
_05512_,132.56
_11061_,132.515
_05769_,132.45
_03867_,132.36
clknet_leaf_159_clk,132.24
u_array.row_gen\[1\].col_gen\[3\].u_pe.u_fp16_adder.mant_sum_s2\[11\],132.145
net364,131.99
_05508_,131.98
u_array.row_gen\[3\].col_gen\[1\].u_pe.x_out\[13\],131.94
net290,131.86
_13369_,131.82
u_array.row_gen\[2\].col_gen\[1\].u_pe.x_out\[2\],131.82
_04418_,131.75
u_array.p_wire\[10\]\[5\],131.74
u_array.p_wire\[11\]\[11\],131.64
u_array.row_gen\[3\].col_gen\[1\].u_pe.x_out\[0\],131.58
post_mul_gen\[3\].u_post_mul.a_in\[4\],131.56
_07421_,131.42
_09525_,131.41
_07893_,131.38
_18528_,131.29
_08147_,131.12
_07070_,131.09
_08197_,131
u_array.row_gen\[2\].col_gen\[1\].u_pe.u_fp16_adder.mant_sum_s2\[5\],130.785
_13302_,130.64
net2812,130.64
u_array.p_wire\[10\]\[7\],130.54
_03620_,130.4
_04924_,130.38
_03726_,130.35
_04176_,130.26
_13668_,130.235
_07044_,130.22
_17532_,130.16
u_array.row_gen\[2\].col_gen\[0\].u_pe.x_out\[11\],130.1
_06042_,130.095
_07154_,129.995
_13010_,129.76
_17836_,129.74
_17537_,129.72
_04757_,129.66
_17637_,129.62
_17720_,129.56
u_array.p_wire\[10\]\[2\],129.46
_17256_,129.38
u_array.row_gen\[3\].col_gen\[3\].u_pe.u_fp16_adder.mant_sum_s2\[11\],129.33
_18277_,129.32
u_array.row_gen\[2\].col_gen\[3\].u_pe.u_fp16_adder.mant_sum_s2\[4\],129.3
net787,129.3
_18544_,129.28
_05072_,129.26
_13904_,129.21
_16566_,129.15
u_array.row_gen\[1\].col_gen\[3\].u_pe.u_fp16_adder.sign_s2,129.04
_03131_,129.01
_10029_,128.92
_06909_,128.8
_14563_,128.79
_17736_,128.76
_09991_,128.66
_10255_,128.54
u_array.p_wire\[13\]\[11\],128.33
u_array.p_wire\[10\]\[3\],128.3
_18029_,128.15
_03763_,128.14
_14352_,128.05
_15773_,128.01
_17576_,127.82
_12950_,127.69
_04387_,127.67
net381,127.64
_17602_,127.56
_10391_,127.555
_17254_,127.28
_17141_,127.24
_17543_,127.23
_12324_,127.225
_17799_,127.135
u_array.row_gen\[2\].col_gen\[2\].u_pe.u_fp16_adder.mant_sum_s2\[11\],127.13
_03192_,127.04
_06849_,127.04
clknet_leaf_250_clk,126.96
_16303_,126.945
_07113_,126.84
net323,126.81
u_array.p_wire\[13\]\[1\],126.8
_14387_,126.79
clknet_leaf_205_clk,126.78
_06458_,126.74
_16692_,126.55
_11100_,126.535
_17591_,126.52
clknet_leaf_273_clk,126.46
_11068_,126.3
net1828,126.26
clknet_leaf_48_clk,126.22
_06826_,126.2
u_array.row_gen\[0\].col_gen\[3\].u_pe.u_fp16_adder.mant_sum_s2\[4\],126.2
u_array.row_gen\[3\].col_gen\[1\].u_pe.x_out\[7\],126.14
_14385_,126
_17209_,126
_15377_,125.9
net9,125.9
net284,125.88
clknet_leaf_182_clk,125.85
_07296_,125.84
_17388_,125.72
_05255_,125.68
_17508_,125.52
_06193_,125.22
_13670_,125.19
net316,125.08
net2824,124.84
u_array.row_gen\[1\].col_gen\[1\].u_pe.u_fp16_adder.shift_amt_s2\[3\],124.82
_04737_,124.78
net158,124.78
_09504_,124.66
u_array.p_wire\[15\]\[10\],124.58
net324,124.56
u_array.row_gen\[1\].col_gen\[1\].u_pe.u_fp16_adder.shift_amt_s2\[2\],124.53
_11088_,124.42
clknet_leaf_145_clk,124.24
_16824_,124.11
_07306_,124.08
u_array.row_gen\[0\].col_gen\[3\].u_pe.w_out,124.08
u_array.row_gen\[2\].col_gen\[3\].u_pe.u_fp16_adder.mant_sum_s2\[3\],124.03
_15707_,124.02
_11197_,123.94
net2521,123.9
col_deskew_out\[1\].genblk1.u_deskew_buf.d_in\[2\],123.66
_12925_,123.5
_07608_,123.48
_06917_,123.46
_03093_,123.44
clknet_leaf_261_clk,123.35
_04092_,123.28
col_deskew_out\[0\].genblk1.u_deskew_buf.d_in\[14\],123.26
_16233_,123.22
_06882_,123.2
_17873_,123.16
_04911_,123.055
u_array.row_gen\[3\].col_gen\[2\].u_pe.u_fp16_adder.mant_sum_s2\[10\],123.02
u_array.row_gen\[3\].col_gen\[1\].u_pe.x_out\[5\],122.96
_16763_,122.85
_07407_,122.82
col_deskew_out\[1\].genblk1.u_deskew_buf.d_in\[0\],122.76
u_array.row_gen\[2\].col_gen\[0\].u_pe.x_out\[13\],122.66
_13216_,122.65
clknet_leaf_315_clk,122.64
_18531_,122.6
_08808_,122.56
_05784_,122.51
clknet_leaf_22_clk,122.44
_05384_,122.34
_05364_,122.3
_07348_,122.28
_16101_,122.23
net310,122.16
_07817_,122.14
clknet_leaf_347_clk,122.04
_06790_,121.78
_18262_,121.72
_15629_,121.66
_17583_,121.64
_07913_,121.575
_04776_,121.56
u_array.p_wire\[6\]\[15\],121.32
clknet_leaf_41_clk,121.29
_07291_,121.19
_16161_,121.18
_14701_,121.14
u_array.row_gen\[0\].col_gen\[0\].u_pe.x_out\[5\],121.14
u_array.row_gen\[2\].col_gen\[3\].u_pe.u_fp16_adder.mant_sum_s2\[6\],121.1
clknet_leaf_271_clk,121.06
_04931_,121.055
_13126_,121.04
_08838_,120.835
u_array.row_gen\[3\].col_gen\[2\].u_pe.u_fp16_adder.exp_max_s2\[1\],120.73
_06751_,120.5
u_array.row_gen\[1\].col_gen\[0\].u_pe.u_fp16_adder.mant_small_aligned_s1\[3\],120.415
_17550_,120.37
u_array.row_gen\[1\].col_gen\[0\].u_pe.x_out\[5\],120.3
clknet_leaf_12_clk,120.24
u_array.p_wire\[11\]\[12\],120.18
net340,120.18
pre_mul_gen\[0\].u_pre_mul.mul_out\[0\],120.16
_17260_,120.155
_17740_,120.06
net322,120
_04805_,119.97
u_array.row_gen\[0\].col_gen\[3\].u_pe.u_fp16_adder.shift_amt_s2\[2\],119.96
clknet_leaf_310_clk,119.84
_06846_,119.8
_14754_,119.78
_12232_,119.69
clknet_leaf_113_clk,119.66
_15164_,119.54
u_array.p_wire\[9\]\[1\],119.52
_07292_,119.5
clknet_leaf_178_clk,119.5
_09536_,119.36
net401,119.35
_05014_,119.32
clknet_leaf_84_clk,119.32
clknet_leaf_272_clk,119.18
_05392_,119.16
u_array.p_wire\[4\]\[0\],119.16
u_array.p_wire\[13\]\[12\],119.14
_03080_,119.01
_16757_,118.96
clknet_leaf_209_clk,118.94
_18458_,118.88
_18386_,118.84
u_array.row_gen\[1\].col_gen\[0\].u_pe.x_out\[6\],118.84
net363,118.84
u_array.row_gen\[0\].col_gen\[1\].u_pe.u_fp16_adder.shift_amt_s2\[2\],118.79
pre_mul_gen\[2\].u_pre_mul.mul_out\[0\],118.66
_06777_,118.62
_18423_,118.53
clknet_leaf_4_clk,118.5
u_array.row_gen\[3\].col_gen\[3\].u_pe.u_fp16_adder.mant_sum_s2\[5\],118.27
u_array.row_gen\[3\].col_gen\[2\].u_pe.u_fp16_adder.mant_sum_s2\[6\],117.99
net291,117.98
_12176_,117.96
_10288_,117.92
_06635_,117.88
u_array.row_gen\[1\].col_gen\[1\].u_pe.u_fp16_adder.mant_sum_s2\[9\],117.85
_03872_,117.82
net339,117.82
_03829_,117.71
_07912_,117.7
_05254_,117.58
u_array.row_gen\[1\].col_gen\[2\].u_pe.x_out\[11\],117.58
u_array.row_gen\[2\].col_gen\[3\].u_pe.u_fp16_adder.mant_sum_s2\[7\],117.55
_03379_,117.5
clknet_leaf_333_clk,117.42
_18384_,117.41
_04661_,117.38
_17265_,117.38
_15522_,117.36
_17931_,117.36
_04246_,117.3
_08826_,117.26
_12940_,117.26
_08001_,117.155
net344,117.05
net391,117.05
clknet_leaf_114_clk,116.94
pre_mul_gen\[0\].u_pre_mul.mul_out\[3\],116.88
u_array.row_gen\[0\].col_gen\[0\].u_pe.x_out\[3\],116.8
_11133_,116.76
col_deskew_out\[2\].genblk1.u_deskew_buf.d_in\[1\],116.7
u_array.row_gen\[2\].col_gen\[3\].u_pe.u_fp16_adder.mant_sum_s2\[10\],116.57
net132,116.54
_08807_,116.515
_17914_,116.4
u_array.row_gen\[3\].col_gen\[1\].u_pe.w_out,116.4
_15837_,116.36
_04736_,116.26
_16234_,116.17
_05299_,116.16
_03307_,116.06
_18464_,115.94
u_array.row_gen\[2\].col_gen\[2\].u_pe.u_fp16_adder.mant_sum_s2\[9\],115.795
clknet_leaf_318_clk,115.62
u_array.row_gen\[3\].col_gen\[1\].u_pe.x_out\[9\],115.54
clknet_leaf_5_clk,115.54
_14366_,115.53
_17909_,115.53
u_array.row_gen\[0\].col_gen\[3\].u_pe.u_fp16_adder.shift_amt_s2\[3\],115.525
u_array.row_gen\[2\].col_gen\[0\].u_pe.x_out\[10\],115.52
u_array.row_gen\[1\].col_gen\[1\].u_pe.u_fp16_adder.mant_sum_s2\[11\],115.35
_16021_,115.295
net2787,115.28
pre_mul_gen\[2\].u_pre_mul.mul_out\[11\],115.18
_03765_,115.12
_05386_,115.1
u_array.p_wire\[5\]\[15\],115.06
clknet_leaf_369_clk,115
clknet_leaf_66_clk,114.94
_16286_,114.88
_17709_,114.86
u_array.row_gen\[0\].col_gen\[0\].u_pe.u_fp16_adder.shift_amt_s2\[3\],114.845
_17326_,114.81
_17715_,114.78
_12620_,114.75
u_array.row_gen\[1\].col_gen\[3\].u_pe.u_fp16_adder.mant_sum_s2\[6\],114.7
_06779_,114.62
net390,114.54
_16497_,114.53
_11935_,114.48
u_array.row_gen\[1\].col_gen\[2\].u_pe.x_out\[10\],114.44
_15599_,114.4
clknet_leaf_151_clk,114.39
u_array.row_gen\[3\].col_gen\[1\].u_pe.x_out\[3\],114.38
_08211_,114.34
_18502_,114.3
_03382_,114.24
u_array.row_gen\[0\].col_gen\[3\].u_pe.u_fp16_adder.mant_sum_s2\[5\],114.235
u_array.row_gen\[3\].col_gen\[2\].u_pe.u_fp16_adder.mant_sum_s2\[7\],114.235
net287,114.23
_04269_,114.18
_04777_,114.18
u_array.row_gen\[1\].col_gen\[1\].u_pe.u_fp16_adder.exp_max_s2\[1\],114.18
_03123_,114.16
_08790_,114.14
_15165_,114.08
u_array.row_gen\[2\].col_gen\[3\].u_pe.u_fp16_adder.mant_sum_s2\[8\],114.08
clknet_leaf_357_clk,114.06
_03061_,114.02
_09425_,114.02
u_array.row_gen\[1\].col_gen\[3\].u_pe.u_fp16_adder.mant_sum_s2\[10\],114.02
_03375_,114.01
u_array.row_gen\[3\].col_gen\[2\].u_pe.u_fp16_adder.exp_max_s2\[0\],114.01
_07962_,113.97
_18457_,113.96
clknet_leaf_364_clk,113.955
_11160_,113.88
_15962_,113.88
net61,113.84
u_array.row_gen\[1\].col_gen\[3\].u_pe.u_fp16_adder.mant_sum_s2\[4\],113.7
_04248_,113.46
_15408_,113.38
u_array.row_gen\[3\].col_gen\[1\].u_pe.u_fp16_adder.mant_sum_s2\[10\],113.26
u_array.p_wire\[5\]\[10\],113.23
_08820_,113.22
_07427_,113.2
_11204_,113.2
_15524_,113.1
pre_mul_gen\[3\].u_pre_mul.mant_mul_s1\[13\],113.04
_12942_,113.02
net301,113.02
_16509_,112.91
_03335_,112.89
_17570_,112.8
net342,112.78
_17749_,112.76
net330,112.76
u_array.p_wire\[10\]\[4\],112.74
clknet_leaf_25_clk,112.74
_13834_,112.62
_04659_,112.58
_03120_,112.56
_15704_,112.53
pre_mul_gen\[0\].u_pre_mul.mul_out\[5\],112.52
u_array.row_gen\[2\].col_gen\[0\].u_pe.u_fp16_adder.mant_sum_s2\[5\],112.395
_15228_,112.345
_04415_,112.34
_11254_,112.34
u_array.p_wire\[13\]\[13\],112.34
u_array.row_gen\[2\].col_gen\[2\].u_pe.u_fp16_adder.mant_sum_s2\[10\],112.33
net318,112.29
clknet_leaf_52_clk,112.24
_17210_,112.1
_15896_,112.08
_16367_,112.015
_07446_,111.98
clknet_leaf_359_clk,111.98
_16237_,111.93
u_array.row_gen\[0\].col_gen\[1\].u_pe.w_out,111.92
u_array.row_gen\[2\].col_gen\[0\].u_pe.x_s1\[15\],111.92
_09540_,111.83
u_array.row_gen\[1\].col_gen\[0\].u_pe.x_out\[3\],111.8
u_array.row_gen\[2\].col_gen\[1\].u_pe.u_fp16_adder.mant_sum_s2\[6\],111.8
_17712_,111.78
clknet_leaf_46_clk,111.62
u_array.row_gen\[1\].col_gen\[3\].u_pe.u_fp16_adder.shift_amt_s2\[2\],111.61
_16505_,111.46
_16426_,111.38
_18573_,111.375
_03835_,111.34
_15706_,111.3
_06904_,111.28
u_array.p_wire\[11\]\[13\],111.26
u_array.row_gen\[1\].col_gen\[3\].u_pe.u_fp16_adder.mant_sum_s2\[5\],111.215
_05875_,111.18
_15756_,111.17
u_array.row_gen\[1\].col_gen\[1\].u_pe.u_fp16_adder.mant_sum_s2\[10\],111.16
net2372,111.16
_13686_,111.12
_03433_,111.105
_18657_,111.1
_10031_,111.08
u_array.row_gen\[1\].col_gen\[1\].u_pe.u_fp16_adder.exp_max_s2\[2\],111.04
u_array.row_gen\[2\].col_gen\[1\].u_pe.u_fp16_adder.valid_s1,111.04
pre_mul_gen\[3\].u_pre_mul.mant_mul_s1\[12\],111
u_array.p_wire\[13\]\[15\],110.98
pre_mul_gen\[0\].u_pre_mul.mul_out\[2\],110.9
u_array.row_gen\[0\].col_gen\[0\].u_pe.u_fp16_adder.shift_amt_s2\[2\],110.88
clknet_leaf_163_clk,110.88
net383,110.86
_08974_,110.85
_12081_,110.84
u_array.row_gen\[0\].col_gen\[1\].u_pe.x_out\[10\],110.8
col_deskew_out\[1\].genblk1.u_deskew_buf.d_in\[5\],110.68
clknet_leaf_253_clk,110.67
_03315_,110.66
_11069_,110.62
_17618_,110.575
_08740_,110.5
u_array.row_gen\[3\].col_gen\[0\].u_pe.u_fp16_adder.mant_sum_s2\[4\],110.45
u_array.p_wire\[9\]\[2\],110.43
_12409_,110.42
u_array.row_gen\[2\].col_gen\[0\].u_pe.u_fp16_adder.mant_sum_s2\[10\],110.42
_04251_,110.38
_12962_,110.36
_18269_,110.3
_05787_,110.29
u_array.row_gen\[1\].col_gen\[3\].u_pe.u_fp16_adder.mant_sum_s2\[8\],110.245
_15306_,110.22
net385,110.22
_04260_,110.18
_12984_,110.1
u_array.row_gen\[1\].col_gen\[3\].u_pe.u_fp16_adder.mant_small_aligned_s1\[2\],110.1
_04247_,110.06
_08798_,110.06
_15981_,110.05
_11112_,110.01
u_array.row_gen\[0\].col_gen\[1\].u_pe.u_fp16_adder.shift_amt_s2\[3\],109.92
_08792_,109.9
_17520_,109.9
u_array.row_gen\[0\].col_gen\[0\].u_pe.u_fp16_adder.mant_sum_s2\[5\],109.885
_03498_,109.865
_17560_,109.78
_17729_,109.78
_17075_,109.77
u_array.row_gen\[1\].col_gen\[2\].u_pe.u_fp16_adder.mant_sum_s2\[9\],109.765
_04379_,109.74
_12938_,109.74
_16500_,109.63
clknet_leaf_180_clk,109.42
_18582_,109.4
u_array.row_gen\[1\].col_gen\[2\].u_pe.x_out\[12\],109.38
clknet_leaf_212_clk,109.32
u_array.p_wire\[13\]\[2\],109.18
_16242_,109.17
_06840_,109.14
_05736_,109.08
u_array.p_wire\[8\]\[15\],109.02
_11055_,108.98
u_array.row_gen\[0\].col_gen\[2\].u_pe.u_fp16_adder.mant_sum_s2\[6\],108.98
_18276_,108.92
u_array.row_gen\[1\].col_gen\[0\].u_pe.u_fp16_adder.shift_amt_s2\[3\],108.92
clknet_leaf_287_clk,108.9
_09654_,108.82
_03911_,108.8
_16549_,108.72
_08802_,108.7
_03827_,108.52
_03082_,108.5
_17596_,108.48
net345,108.48
net337,108.44
_10069_,108.4
_17722_,108.36
u_array.row_gen\[1\].col_gen\[1\].u_pe.u_fp16_adder.exp_max_s2\[0\],108.34
_17922_,108.2
u_array.p_wire\[11\]\[15\],108.1
_13870_,108.08
u_array.row_gen\[3\].col_gen\[1\].u_pe.x_out\[1\],108.08
u_array.row_gen\[3\].col_gen\[0\].u_pe.u_fp16_adder.exp_max_s2\[3\],108.04
_11154_,108.025
_07590_,107.98
clknet_leaf_350_clk,107.98
_06532_,107.87
pre_mul_gen\[2\].u_pre_mul.mul_out\[15\],107.83
clknet_leaf_123_clk,107.76
_06029_,107.72
_09706_,107.48
u_array.row_gen\[3\].col_gen\[2\].u_pe.u_fp16_adder.mant_sum_s2\[5\],107.43
_03071_,107.38
u_array.row_gen\[3\].col_gen\[0\].u_pe.u_fp16_adder.mant_sum_s2\[3\],107.22
_06770_,107.2
_10775_,107.2
_04257_,107.18
u_array.p_wire\[15\]\[2\],107.18
_18261_,107.17
_17259_,107.14
_05497_,107.12
_17916_,107.1
_14612_,107.025
_06403_,107.02
_16887_,106.995
_09601_,106.98
_15516_,106.9
u_array.row_gen\[1\].col_gen\[2\].u_pe.u_fp16_adder.mant_small_aligned_s1\[0\],106.88
_04624_,106.84
_17937_,106.84
_15836_,106.83
_06572_,106.82
u_array.row_gen\[3\].col_gen\[3\].u_pe.u_fp16_adder.mant_sum_s2\[8\],106.74
_12261_,106.72
clknet_leaf_115_clk,106.64
_06460_,106.57
_05569_,106.5
net313,106.49
_04141_,106.42
_17008_,106.37
_16038_,106.25
_08097_,106.245
_03159_,106.08
_11038_,106.08
u_array.row_gen\[0\].col_gen\[0\].u_pe.u_fp16_adder.mant_sum_s2\[6\],106.07
_18526_,106.02
u_array.p_wire\[15\]\[15\],105.98
_07854_,105.97
_04051_,105.96
u_array.row_gen\[2\].col_gen\[0\].u_pe.x_out\[12\],105.935
u_array.p_wire\[5\]\[12\],105.92
_11027_,105.84
clknet_leaf_289_clk,105.82
clknet_leaf_65_clk,105.78
u_array.row_gen\[1\].col_gen\[3\].u_pe.u_fp16_adder.mant_sum_s2\[7\],105.72
_17010_,105.715
u_array.row_gen\[3\].col_gen\[1\].u_pe.u_fp16_adder.mant_sum_s2\[3\],105.51
_16236_,105.47
_09494_,105.4
_17213_,105.34
u_array.row_gen\[2\].col_gen\[0\].u_pe.u_fp16_adder.mant_large_s1\[12\],105.24
u_array.row_gen\[0\].col_gen\[0\].u_pe.u_fp16_adder.mant_sum_s2\[9\],105.19
net373,105.05
_05694_,105.02
pre_mul_gen\[0\].u_pre_mul.mul_out\[1\],105.02
_17802_,104.76
clknet_leaf_58_clk,104.755
clknet_leaf_365_clk,104.72
post_mul_gen\[3\].u_post_mul.a_in\[5\],104.605
_17725_,104.6
u_array.row_gen\[3\].col_gen\[2\].u_pe.u_fp16_adder.sign_large_s1,104.6
_06187_,104.595
net382,104.54
u_array.row_gen\[3\].col_gen\[3\].u_pe.u_fp16_adder.mant_sum_s2\[6\],104.49
_14351_,104.475
_05325_,104.46
u_array.row_gen\[2\].col_gen\[1\].u_pe.x_out\[6\],104.44
_03424_,104.38
net312,104.33
_05260_,104.29
u_array.row_gen\[0\].col_gen\[1\].u_pe.x_out\[3\],104.26
u_array.row_gen\[0\].col_gen\[2\].u_pe.u_fp16_adder.shift_amt_s2\[3\],104.255
_12929_,104.22
_07112_,104.215
u_array.row_gen\[2\].col_gen\[0\].u_pe.u_fp16_adder.mant_sum_s2\[4\],104.2
net399,104.195
_15454_,104.18
_07647_,104.14
_18684_,104.13
clknet_leaf_338_clk,104.12
net406,104.06
clknet_leaf_139_clk,104.04
_03075_,104
_05818_,103.965
net349,103.95
_15556_,103.88
clknet_leaf_143_clk,103.86
u_array.row_gen\[0\].col_gen\[2\].u_pe.u_fp16_adder.mant_sum_s2\[5\],103.765
_14456_,103.74
_06334_,103.7
u_array.p_wire\[8\]\[11\],103.68
u_array.row_gen\[2\].col_gen\[1\].u_pe.x_out\[7\],103.66
u_array.p_wire\[5\]\[11\],103.62
net411,103.61
_06561_,103.6
net315,103.56
clknet_leaf_165_clk,103.48
clknet_leaf_300_clk,103.48
_04814_,103.47
clknet_leaf_251_clk,103.46
_05742_,103.44
u_array.row_gen\[0\].col_gen\[0\].u_pe.u_fp16_adder.mant_sum_s2\[4\],103.42
u_array.row_gen\[3\].col_gen\[2\].u_pe.x_out\[10\],103.42
_06402_,103.415
pre_mul_gen\[0\].u_pre_mul.mul_out\[7\],103.4
net281,103.39
_11915_,103.34
_11134_,103.32
_17577_,103.27
u_array.row_gen\[2\].col_gen\[0\].u_pe.u_fp16_adder.mant_sum_s2\[11\],103.205
u_array.row_gen\[1\].col_gen\[0\].u_pe.x_out\[2\],103.14
clknet_leaf_247_clk,103.12
_05926_,103.11
_08200_,103.01
_10542_,102.98
post_mul_gen\[3\].u_post_mul.a_in\[6\],102.96
_06515_,102.89
net334,102.89
_03165_,102.88
u_array.row_gen\[0\].col_gen\[2\].u_pe.u_fp16_adder.shift_amt_s2\[2\],102.81
u_array.row_gen\[2\].col_gen\[0\].u_pe.u_fp16_adder.mant_sum_s2\[9\],102.81
_04675_,102.8
clknet_leaf_174_clk,102.795
_14797_,102.79
_15975_,102.74
_16232_,102.68
_09534_,102.66
_12577_,102.66
u_array.row_gen\[0\].col_gen\[2\].u_pe.u_fp16_adder.mant_sum_s2\[4\],102.62
clknet_leaf_377_clk,102.595
_04797_,102.515
u_array.row_gen\[1\].col_gen\[0\].u_pe.x_out\[4\],102.5
_03076_,102.46
_04962_,102.42
u_array.row_gen\[1\].col_gen\[0\].u_pe.u_fp16_adder.mant_sum_s2\[3\],102.39
clknet_leaf_244_clk,102.33
_15453_,102.32
clknet_leaf_6_clk,102.24
_04664_,102.08
u_array.row_gen\[0\].col_gen\[2\].u_pe.u_fp16_adder.mant_sum_s2\[3\],102.025
u_array.row_gen\[1\].col_gen\[3\].u_pe.u_fp16_adder.mant_sum_s2\[12\],101.92
clknet_leaf_372_clk,101.92
_10488_,101.91
_17834_,101.91
_11414_,101.9
net319,101.85
u_array.row_gen\[0\].col_gen\[0\].u_pe.u_fp16_adder.mant_sum_s2\[11\],101.83
net358,101.81
_05176_,101.8
_14368_,101.74
_05915_,101.72
u_array.row_gen\[1\].col_gen\[2\].u_pe.u_fp16_adder.shift_amt_s2\[3\],101.665
net387,101.66
u_array.row_gen\[2\].col_gen\[1\].u_pe.u_fp16_adder.mant_sum_s2\[10\],101.64
u_array.row_gen\[0\].col_gen\[0\].u_pe.w_out,101.62
clknet_leaf_238_clk,101.62
_17846_,101.61
_05894_,101.5
_09459_,101.48
u_array.row_gen\[3\].col_gen\[1\].u_pe.u_fp16_adder.sign_large_s1,101.48
u_array.row_gen\[2\].col_gen\[3\].u_pe.u_fp16_adder.mant_sum_s2\[9\],101.45
_11092_,101.39
u_array.row_gen\[2\].col_gen\[3\].u_pe.u_fp16_adder.mant_small_aligned_s1\[1\],101.28
u_array.row_gen\[2\].col_gen\[0\].u_pe.u_fp16_adder.mant_small_aligned_s1\[0\],101.275
_06752_,101.23
net352,101.2
u_array.row_gen\[2\].col_gen\[1\].u_pe.u_fp16_adder.shift_amt_s2\[2\],101.18
_03074_,101.14
clknet_leaf_380_clk,101.12
_03354_,101.1
u_array.row_gen\[3\].col_gen\[3\].u_pe.u_fp16_adder.mant_sum_s2\[7\],101.075
u_array.row_gen\[0\].col_gen\[1\].u_pe.u_fp16_adder.mant_sum_s2\[10\],101.07
u_array.p_wire\[11\]\[4\],101.04
_04807_,100.96
_12362_,100.855
u_array.row_gen\[2\].col_gen\[2\].u_pe.u_fp16_adder.mant_sum_s2\[3\],100.85
u_array.row_gen\[2\].col_gen\[0\].u_pe.u_fp16_adder.shift_amt_s2\[2\],100.82
u_array.row_gen\[1\].col_gen\[3\].u_pe.u_fp16_adder.shift_amt_s2\[3\],100.785
_03712_,100.775
_09369_,100.76
_06223_,100.72
_06340_,100.66
_17871_,100.66
_18523_,100.65
_06365_,100.64
_18282_,100.64
_12195_,100.62
_15971_,100.62
clknet_leaf_122_clk,100.62
_17711_,100.615
u_array.p_wire\[13\]\[9\],100.59
_18044_,100.56
_16630_,100.54
net357,100.54
_17908_,100.495
_04910_,100.47
_15602_,100.46
_11598_,100.4
net2395,100.34
_17747_,100.32
u_array.row_gen\[2\].col_gen\[2\].u_pe.u_fp16_adder.mant_small_aligned_s1\[0\],100.26
clknet_leaf_43_clk,100.22
net361,100.2
u_array.row_gen\[3\].col_gen\[0\].u_pe.u_fp16_adder.mant_sum_s2\[5\],100.185
u_array.row_gen\[0\].col_gen\[0\].u_pe.u_fp16_adder.shift_amt_s2\[1\],100.18
clknet_leaf_211_clk,100.18
_17625_,100.14
pre_mul_gen\[2\].u_pre_mul.mul_out\[2\],100.13
clknet_leaf_50_clk,100.12
clknet_leaf_366_clk,100.06
_17138_,100
_17611_,99.96
_17978_,99.95
u_array.row_gen\[2\].col_gen\[0\].u_pe.x_out\[14\],99.94
net366,99.92
_06430_,99.88
clknet_leaf_275_clk,99.86
_05741_,99.745
u_array.row_gen\[3\].col_gen\[3\].u_pe.u_fp16_adder.mant_sum_s2\[9\],99.73
_08810_,99.72
u_array.row_gen\[3\].col_gen\[2\].u_pe.u_fp16_adder.exp_max_s2\[2\],99.7
_10239_,99.68
_04252_,99.6
_04178_,99.58
_03109_,99.57
_16807_,99.535
_06844_,99.52
_06832_,99.39
_11044_,99.34
u_array.p_wire\[13\]\[0\],99.34
u_array.row_gen\[0\].col_gen\[1\].u_pe.u_fp16_adder.mant_large_s1\[3\],99.34
u_array.row_gen\[1\].col_gen\[0\].u_pe.u_fp16_adder.mant_sum_s2\[4\],99.3
_15675_,99.26
_07270_,99.2
_05031_,99.14
u_array.p_wire\[4\]\[1\],99.14
clknet_leaf_130_clk,99.14
_05022_,99.08
_18280_,99.08
_04525_,99.05
_09306_,99.05
_07134_,99.02
_03713_,99
clknet_leaf_383_clk,98.98
_03103_,98.9
u_array.row_gen\[3\].col_gen\[1\].u_pe.x_out\[14\],98.9
pre_mul_gen\[2\].u_pre_mul.mul_out\[3\],98.88
u_array.row_gen\[1\].col_gen\[1\].u_pe.x_out\[0\],98.83
net380,98.73
u_array.p_wire\[7\]\[10\],98.69
_07571_,98.68
clknet_leaf_162_clk,98.68
net2085,98.68
_08201_,98.66
_17708_,98.595
u_array.p_wire\[9\]\[0\],98.56
_06077_,98.54
