net,length_um
u_array.row_gen\[0\].col_gen\[0\].u_pe.u_fp16_adder.sign_small_s1,14.46
net2550,14.46
_04832_,14.44
_09379_,14.44
_09828_,14.44
_09915_,14.44
_10722_,14.44
_11417_,14.44
_13598_,14.44
_14272_,14.44
_14769_,14.44
_16581_,14.44
_18113_,14.44
col_deskew_out\[1\].genblk1.u_deskew_buf.gen_delay.mem\[4\]\[1\],14.44
u_skew.row_skew\[3\].u_skew_buf.gen_delay.mem\[6\]\[1\],14.44
_08955_,14.435
_15224_,14.425
_03148_,14.42
_06825_,14.42
_07024_,14.42
_07245_,14.42
_10285_,14.42
_10422_,14.42
_14776_,14.42
_15265_,14.42
col_deskew_out\[2\].genblk1.u_deskew_buf.gen_delay.mem\[1\]\[6\],14.42
pre_mul_gen\[2\].u_pre_mul.mant_mul_s1\[4\],14.42
u_array.row_gen\[1\].col_gen\[2\].u_pe.x_s1\[15\],14.42
net525,14.42
net2228,14.42
_03460_,14.4
_08286_,14.4
_09862_,14.4
_12656_,14.4
_14172_,14.4
_14236_,14.4
_14337_,14.4
u_array.row_gen\[1\].col_gen\[1\].u_pe.x_s1\[11\],14.4
_12747_,14.385
_06094_,14.38
_10431_,14.38
_15042_,14.38
_17667_,14.38
net1331,14.38
_04833_,14.36
_07768_,14.36
_10190_,14.36
_16045_,14.36
u_array.row_gen\[1\].col_gen\[1\].u_pe.x_s2\[8\],14.36
_03032_,14.34
_06707_,14.34
_10036_,14.34
_10551_,14.34
_12472_,14.34
_13607_,14.34
_14552_,14.34
_14654_,14.34
_15648_,14.34
_17798_,14.34
_18772_,14.34
u_array.row_gen\[3\].col_gen\[2\].u_pe.x_out\[2\],14.34
net582,14.34
net589,14.34
net1485,14.34
net1894,14.34
_04523_,14.32
_12383_,14.32
_13202_,14.32
_14136_,14.32
_15130_,14.32
_15207_,14.32
col_deskew_out\[2\].genblk1.u_deskew_buf.gen_delay.mem\[2\]\[0\],14.32
u_array.row_gen\[0\].col_gen\[1\].u_pe.u_fp16_adder.mant_small_aligned_s1\[10\],14.315
net2185,14.31
_02494_,14.305
_07493_,14.3
_08328_,14.3
_08440_,14.3
_08644_,14.3
_10249_,14.3
_10780_,14.3
_12873_,14.3
_13814_,14.3
_14436_,14.3
_16091_,14.3
_16384_,14.3
col_deskew_out\[0\].genblk1.u_deskew_buf.gen_delay.mem\[4\]\[7\],14.3
u_skew.row_skew\[3\].u_skew_buf.gen_delay.mem\[0\]\[5\],14.3
net1628,14.3
_09038_,14.28
_10334_,14.28
_14859_,14.28
_15950_,14.28
net1853,14.28
_04287_,14.26
_05098_,14.26
_05704_,14.26
_05982_,14.26
_10939_,14.26
_13779_,14.26
_15101_,14.26
_15635_,14.26
_17764_,14.26
u_array.row_gen\[0\].col_gen\[2\].u_pe.x_s2\[3\],14.26
_05670_,14.24
_08248_,14.24
_09939_,14.24
_11105_,14.24
_17699_,14.24
net2231,14.24
_08812_,14.235
_05444_,14.22
_08253_,14.22
_10413_,14.22
_10627_,14.22
_13952_,14.22
_14209_,14.22
_14237_,14.22
_14401_,14.22
_16709_,14.22
_17776_,14.22
pre_mul_gen\[2\].u_pre_mul.mant_mul_s1\[17\],14.22
pre_mul_gen\[2\].u_pre_mul.mant_mul_s1\[5\],14.22
u_array.row_gen\[3\].col_gen\[1\].u_pe.x_s2\[5\],14.22
u_array.row_gen\[3\].col_gen\[2\].u_pe.x_s2\[2\],14.22
_06370_,14.2
_07099_,14.2
_08102_,14.2
_15201_,14.2
u_skew.row_skew\[1\].u_skew_buf.gen_delay.mem\[2\]\[7\],14.2
_01176_,14.185
_09293_,14.18
_12534_,14.18
_13114_,14.18
_13433_,14.18
_13926_,14.18
_16154_,14.18
_16156_,14.18
_17082_,14.18
_03387_,14.16
_04288_,14.16
_13013_,14.16
net1780,14.16
_04562_,14.14
_05701_,14.14
_08111_,14.14
_14867_,14.14
_15713_,14.14
_16547_,14.14
col_deskew_out\[0\].genblk1.u_deskew_buf.gen_delay.mem\[3\]\[11\],14.14
net663,14.14
net686,14.14
_03241_,14.12
_06383_,14.12
_09001_,14.12
_12040_,14.12
_13378_,14.12
_15230_,14.12
post_mul_gen\[0\].u_post_mul.mant_mul_s1\[2\],14.12
u_array.row_gen\[2\].col_gen\[1\].u_pe.x_s1\[15\],14.12
u_array.row_gen\[3\].col_gen\[2\].u_pe.x_s1\[2\],14.12
net2623,14.12
net2714,14.12
_04147_,14.1
_04883_,14.1
_08562_,14.1
_10719_,14.1
_13999_,14.1
_14564_,14.1
_16238_,14.095
_03440_,14.08
_03553_,14.08
_04714_,14.08
_05816_,14.08
_06807_,14.08
_09128_,14.08
_09970_,14.08
_10053_,14.08
_12463_,14.08
_15326_,14.08
_18619_,14.08
u_array.row_gen\[0\].col_gen\[1\].u_pe.x_s1\[5\],14.08
net799,14.08
net877,14.08
_10409_,14.075
_15139_,14.07
_08999_,14.06
_09767_,14.06
_10754_,14.06
_12839_,14.06
_15966_,14.06
_17268_,14.06
u_array.row_gen\[3\].col_gen\[3\].u_pe.u_fp16_adder.sign_s2,14.06
u_array.row_gen\[3\].col_gen\[0\].u_pe.u_fp16_adder.valid_s2,14.05
_04021_,14.04
_14733_,14.04
_16378_,14.04
_18420_,14.04
u_array.row_gen\[0\].col_gen\[2\].u_pe.u_fp16_adder.mant_small_aligned_s1\[9\],14.04
_05008_,14.02
_08872_,14.02
_08883_,14.02
_15442_,14.02
_16196_,14.02
_18625_,14.02
u_array.row_gen\[0\].col_gen\[3\].u_pe.u_fp16_adder.mant_small_aligned_s1\[10\],14.02
u_array.row_gen\[1\].col_gen\[1\].u_pe.x_s2\[13\],14.02
u_array.row_gen\[3\].col_gen\[0\].u_pe.x_s1\[9\],14.02
u_skew.row_skew\[3\].u_skew_buf.gen_delay.mem\[3\]\[15\],14.02
net2456,14.02
_04493_,14
_04598_,14
_09295_,14
_10118_,14
_10759_,14
_11840_,14
_14409_,14
_14476_,14
_15660_,14
_16136_,14
_18576_,14
u_array.row_gen\[3\].col_gen\[3\].u_pe.w_out,14
u_skew.row_skew\[3\].u_skew_buf.gen_delay.mem\[0\]\[7\],14
net1118,14
net1875,14
_02715_,13.985
_03540_,13.98
_06887_,13.98
_09380_,13.98
_15527_,13.98
_15568_,13.98
_17453_,13.98
u_array.row_gen\[3\].col_gen\[0\].u_pe.x_s1\[0\],13.98
_03429_,13.96
_04593_,13.96
_07182_,13.96
_08414_,13.96
_08497_,13.96
_09623_,13.96
_10801_,13.96
_13518_,13.96
_14542_,13.96
_14571_,13.96
_15329_,13.96
_16393_,13.96
_16418_,13.96
_18425_,13.96
col_deskew_out\[0\].genblk1.u_deskew_buf.gen_delay.mem\[6\]\[2\],13.96
net681,13.96
net2177,13.96
_08243_,13.94
_09152_,13.94
_13024_,13.94
_15208_,13.94
_16187_,13.94
_02961_,13.92
_03685_,13.92
_05994_,13.92
_06207_,13.92
_10318_,13.92
_11756_,13.92
_12541_,13.92
u_array.row_gen\[1\].col_gen\[1\].u_pe.x_s1\[4\],13.92
_00351_,13.905
_05418_,13.9
_06942_,13.9
_09875_,13.9
_11799_,13.9
_13580_,13.9
_16775_,13.9
_17762_,13.9
_17929_,13.9
u_array.row_gen\[3\].col_gen\[1\].u_pe.u_fp16_adder.mant_small_aligned_s1\[6\],13.9
net2344,13.9
net2671,13.9
_16153_,13.895
_08265_,13.88
_09197_,13.88
_11346_,13.88
_11629_,13.88
_12357_,13.88
_12638_,13.88
_12772_,13.88
_12780_,13.88
_12892_,13.88
_13434_,13.88
_14322_,13.88
_15033_,13.88
_17503_,13.88
u_array.row_gen\[1\].col_gen\[1\].u_pe.u_fp16_adder.valid_s2,13.88
net2053,13.88
_04153_,13.87
_06286_,13.865
_03209_,13.86
_05410_,13.86
_08383_,13.86
_09390_,13.86
_09602_,13.86
_13546_,13.86
_13568_,13.86
_17252_,13.86
_18175_,13.86
_18699_,13.86
_02713_,13.845
_04312_,13.84
_08133_,13.84
_13165_,13.84
_13862_,13.84
_13898_,13.84
_14100_,13.84
_14486_,13.84
_14874_,13.84
_15422_,13.84
_16254_,13.84
_17184_,13.84
col_deskew_out\[0\].genblk1.u_deskew_buf.gen_delay.mem\[4\]\[12\],13.84
net697,13.84
_03744_,13.82
_05239_,13.82
_08285_,13.82
_09669_,13.82
_12262_,13.82
pre_mul_gen\[1\].u_pre_mul.exp_s1\[1\],13.82
u_array.row_gen\[1\].col_gen\[0\].u_pe.x_s2\[6\],13.82
u_skew.row_skew\[2\].u_skew_buf.gen_delay.mem\[2\]\[11\],13.82
_13262_,13.805
_16429_,13.805
_04517_,13.8
_06938_,13.8
_08315_,13.8
_09151_,13.8
_09610_,13.8
_10877_,13.8
_14470_,13.8
_17615_,13.8
pre_mul_gen\[1\].u_pre_mul.zero_flag_s1,13.8
u_skew.row_skew\[2\].u_skew_buf.gen_delay.mem\[3\]\[11\],13.8
net2576,13.8
_07256_,13.785
_16882_,13.785
_10207_,13.78
_12912_,13.78
_13404_,13.78
_13475_,13.78
_17279_,13.78
net1229,13.78
net2528,13.78
_16361_,13.77
_04846_,13.76
_08907_,13.76
_09418_,13.76
_10556_,13.76
_12551_,13.76
_17932_,13.76
y_out_flat[21],13.76
net947,13.76
_03784_,13.74
_04128_,13.74
_05081_,13.74
_16217_,13.74
net636,13.74
net2036,13.74
_15567_,13.735
_05995_,13.72
_08957_,13.72
_11500_,13.72
_14099_,13.72
_14151_,13.72
_14850_,13.72
_14968_,13.72
_15571_,13.72
u_array.row_gen\[0\].col_gen\[0\].u_pe.x_s2\[15\],13.72
col_deskew_out\[0\].genblk1.u_deskew_buf.gen_delay.mem\[0\]\[8\],13.705
_03591_,13.7
_07181_,13.7
_10013_,13.7
_12679_,13.7
_13991_,13.7
u_skew.row_skew\[2\].u_skew_buf.gen_delay.mem\[3\]\[4\],13.7
net1876,13.7
post_mul_gen\[3\].u_post_mul.mant_mul_s1\[5\],13.69
u_skew.row_skew\[3\].u_skew_buf.gen_delay.mem\[2\]\[0\],13.685
_03062_,13.68
_04482_,13.68
_05175_,13.68
_05873_,13.68
_06200_,13.68
_09166_,13.68
_10117_,13.68
_10432_,13.68
_13729_,13.68
_15871_,13.68
_16144_,13.68
_16762_,13.68
_18163_,13.68
_18376_,13.68
_18442_,13.68
u_skew.row_skew\[3\].u_skew_buf.gen_delay.mem\[3\]\[9\],13.68
_07329_,13.675
col_deskew_out\[0\].genblk1.u_deskew_buf.gen_delay.mem\[5\]\[13\],13.67
_08327_,13.66
_08388_,13.66
_09258_,13.66
_10443_,13.66
_10769_,13.66
_11838_,13.66
_12419_,13.66
_12737_,13.66
_16430_,13.66
u_array.row_gen\[3\].col_gen\[0\].u_pe.x_s2\[10\],13.66
u_array.row_gen\[3\].col_gen\[1\].u_pe.x_s1\[10\],13.66
net660,13.66
_00513_,13.64
_03219_,13.64
_04333_,13.64
_09083_,13.64
_12486_,13.64
_14434_,13.64
_14751_,13.64
_18413_,13.64
col_deskew_out\[0\].genblk1.u_deskew_buf.gen_delay.mem\[3\]\[5\],13.64
u_skew.row_skew\[3\].u_skew_buf.gen_delay.mem\[4\]\[0\],13.64
u_skew.row_skew\[3\].u_skew_buf.gen_delay.mem\[7\]\[1\],13.64
net303,13.64
_03094_,13.62
_09147_,13.62
_12369_,13.62
_13915_,13.62
_15423_,13.62
_16343_,13.62
u_array.row_gen\[0\].col_gen\[2\].u_pe.u_fp16_adder.exp_max_s1\[0\],13.62
net1000,13.62
_01999_,13.605
_07184_,13.6
_14976_,13.6
_18346_,13.6
_14235_,13.59
_00182_,13.585
_14919_,13.585
_00018_,13.58
_03921_,13.58
_04337_,13.58
_05805_,13.58
_06555_,13.58
_08474_,13.58
_11730_,13.58
_12150_,13.58
_12314_,13.58
_12600_,13.58
_14515_,13.58
_16831_,13.58
_18310_,13.58
u_array.row_gen\[3\].col_gen\[0\].u_pe.x_s2\[14\],13.58
_09836_,13.57
_06171_,13.56
_06804_,13.56
_10294_,13.56
_11163_,13.56
_12517_,13.56
_14067_,13.56
_14604_,13.56
_18392_,13.56
u_skew.row_skew\[2\].u_skew_buf.gen_delay.mem\[0\]\[13\],13.56
net1629,13.56
_14689_,13.545
_03983_,13.54
_09944_,13.54
_10004_,13.54
_13053_,13.54
_16056_,13.54
_17020_,13.54
col_deskew_out\[0\].genblk1.u_deskew_buf.gen_delay.mem\[3\]\[2\],13.54
u_array.row_gen\[2\].col_gen\[2\].u_pe.x_s2\[2\],13.54
net1008,13.54
net2562,13.54
_09630_,13.53
_02951_,13.52
_09045_,13.52
_09413_,13.52
_09934_,13.52
_12843_,13.52
_13763_,13.52
_17806_,13.52
col_deskew_out\[0\].genblk1.u_deskew_buf.gen_delay.mem\[1\]\[10\],13.52
_02879_,13.505
_03276_,13.5
_04904_,13.5
_09032_,13.5
_09969_,13.5
_17199_,13.5
_17649_,13.5
u_array.row_gen\[1\].col_gen\[0\].u_pe.u_fp16_adder.exp_max_s1\[1\],13.5
u_array.row_gen\[2\].col_gen\[2\].u_pe.x_s1\[13\],13.5
net577,13.5
net1094,13.5
net2575,13.5
_02926_,13.48
_03396_,13.48
_06511_,13.48
_08561_,13.48
_13310_,13.48
_13507_,13.48
_16895_,13.48
g_in_flat[48],13.47
_03280_,13.46
_06791_,13.46
_07455_,13.46
_10041_,13.46
_10366_,13.46
_13282_,13.46
_16054_,13.46
_17648_,13.46
_18638_,13.46
u_array.row_gen\[3\].col_gen\[2\].u_pe.u_fp16_adder.exp_max_s1\[0\],13.46
_04462_,13.45
_11653_,13.45
_04554_,13.44
_10070_,13.44
_10220_,13.44
_12415_,13.44
_13594_,13.44
_17959_,13.44
pre_mul_gen\[3\].u_pre_mul.exp_s1\[1\],13.44
net723,13.44
net2088,13.44
_03393_,13.42
_04012_,13.42
_05077_,13.42
_05608_,13.42
_10566_,13.42
_10619_,13.42
_11319_,13.42
_13254_,13.42
_13511_,13.42
_13584_,13.42
_15057_,13.42
_16978_,13.42
u_skew.row_skew\[2\].u_skew_buf.gen_delay.mem\[4\]\[15\],13.42
u_skew.row_skew\[2\].u_skew_buf.gen_delay.mem\[4\]\[2\],13.42
net1054,13.42
_08308_,13.415
_17826_,13.415
_16256_,13.41
_17144_,13.41
_08511_,13.4
_10641_,13.4
_12414_,13.4
_12849_,13.4
_14135_,13.4
u_array.row_gen\[0\].col_gen\[2\].u_pe.u_fp16_adder.mant_small_aligned_s1\[3\],13.4
net986,13.4
net2058,13.4
net2218,13.4
_06323_,13.38
_06957_,13.38
_12329_,13.38
_12655_,13.38
_15257_,13.38
_17421_,13.38
u_skew.row_skew\[2\].u_skew_buf.gen_delay.mem\[2\]\[8\],13.38
net1304,13.38
_00061_,13.375
_01241_,13.365
_09881_,13.36
_09929_,13.36
_11652_,13.36
_13066_,13.36
_14062_,13.36
u_array.row_gen\[0\].col_gen\[1\].u_pe.v_s3,13.36
u_array.row_gen\[2\].col_gen\[2\].u_pe.u_fp16_adder.mant_small_aligned_s1\[11\],13.36
net1195,13.36
_14448_,13.355
_07034_,13.34
_08506_,13.34
_10784_,13.34
_11367_,13.34
_12590_,13.34
_13229_,13.34
_14418_,13.34
_14880_,13.34
_15140_,13.34
_16198_,13.34
col_deskew_out\[0\].genblk1.u_deskew_buf.gen_delay.mem\[1\]\[15\],13.34
post_mul_gen\[0\].u_post_mul.exp_s1\[5\],13.34
net1413,13.34
net2349,13.34
net2652,13.34
net2430,13.33
_00168_,13.325
_00190_,13.325
_00274_,13.325
_03693_,13.32
_04314_,13.32
_08229_,13.32
_09977_,13.32
_10021_,13.32
_16326_,13.32
_16919_,13.32
_11615_,13.315
_09344_,13.3
_10518_,13.3
_14559_,13.3
_17721_,13.3
u_array.row_gen\[1\].col_gen\[0\].u_pe.u_fp16_adder.sign_small_s1,13.3
_04053_,13.28
_08518_,13.28
_12954_,13.28
_15292_,13.28
_16053_,13.28
_16613_,13.28
u_skew.row_skew\[3\].u_skew_buf.gen_delay.mem\[6\]\[10\],13.28
net1541,13.28
_04443_,13.26
_07376_,13.26
_07780_,13.26
_08093_,13.26
_08276_,13.26
_08852_,13.26
_08967_,13.26
_13680_,13.26
_13866_,13.26
_14587_,13.26
_16188_,13.26
_17024_,13.26
_18239_,13.26
post_mul_gen\[1\].u_post_mul.mant_mul_s1\[3\],13.26
net1982,13.26
_03539_,13.24
_13209_,13.24
_13386_,13.24
_15851_,13.24
_17515_,13.24
net631,13.24
net2129,13.24
net2151,13.24
_03451_,13.22
_08520_,13.22
_08609_,13.22
_09694_,13.22
_09986_,13.22
_10811_,13.22
_14623_,13.22
_15885_,13.22
u_array.row_gen\[1\].col_gen\[0\].u_pe.x_s2\[3\],13.22
net2273,13.22
net2296,13.22
net2688,13.22
_09330_,13.21
_15638_,13.21
_08368_,13.2
_09657_,13.2
_10173_,13.2
_12621_,13.2
_14379_,13.2
_15824_,13.2
_16593_,13.2
_18398_,13.2
u_array.p_wire\[5\]\[9\],13.2
u_array.row_gen\[2\].col_gen\[1\].u_pe.x_s1\[12\],13.2
net2560,13.2
_14520_,13.19
_04990_,13.18
_05572_,13.18
_05964_,13.18
_10063_,13.18
_10563_,13.18
_11624_,13.18
_12368_,13.18
_12554_,13.18
_12664_,13.18
_13890_,13.18
_17684_,13.18
u_skew.row_skew\[3\].u_skew_buf.gen_delay.mem\[5\]\[9\],13.18
net1415,13.18
net2251,13.18
net2299,13.18
col_deskew_out\[0\].genblk1.u_deskew_buf.gen_delay.mem\[8\]\[0\],13.165
_06057_,13.16
_06799_,13.16
_07185_,13.16
_07776_,13.16
_09752_,13.16
_09855_,13.16
_12509_,13.16
_13599_,13.16
_17813_,13.16
u_array.row_gen\[1\].col_gen\[2\].u_pe.x_s2\[0\],13.16
_00140_,13.145
_02106_,13.145
_02707_,13.145
_08834_,13.14
_12745_,13.14
_13883_,13.14
_14949_,13.14
_16766_,13.14
_17159_,13.14
_17174_,13.14
_17400_,13.14
_18770_,13.14
col_deskew_out\[0\].genblk1.u_deskew_buf.gen_delay.mem\[2\]\[9\],13.14
u_array.row_gen\[1\].col_gen\[3\].u_pe.u_fp16_adder.mant_large_s1\[10\],13.14
_17226_,13.13
_08371_,13.12
_08432_,13.12
_12388_,13.12
_14249_,13.12
_14808_,13.12
_16631_,13.12
_16666_,13.12
u_array.row_gen\[0\].col_gen\[0\].u_pe.x_s2\[0\],13.12
u_skew.row_skew\[2\].u_skew_buf.gen_delay.mem\[5\]\[3\],13.12
_03418_,13.1
_07704_,13.1
_09870_,13.1
_12721_,13.1
_12957_,13.1
_13329_,13.1
_14096_,13.1
_14994_,13.1
_15621_,13.1
col_deskew_out\[1\].genblk1.u_deskew_buf.gen_delay.mem\[0\]\[2\],13.1
col_deskew_out\[1\].genblk1.u_deskew_buf.gen_delay.mem\[2\]\[7\],13.1
u_array.row_gen\[1\].col_gen\[1\].u_pe.x_s2\[11\],13.1
u_array.row_gen\[3\].col_gen\[1\].u_pe.x_s1\[1\],13.1
net438,13.1
net1948,13.1
_12559_,13.09
_12785_,13.085
_03129_,13.08
_04168_,13.08
_05200_,13.08
_08302_,13.08
_08361_,13.08
_10574_,13.08
_14513_,13.08
_14660_,13.08
_18536_,13.08
u_array.p_wire\[5\]\[7\],13.08
u_array.row_gen\[2\].col_gen\[1\].u_pe.x_s2\[13\],13.08
x_in_flat[11],13.08
net776,13.08
net919,13.08
net2578,13.08
net2690,13.08
_03488_,13.06
_04203_,13.06
_10059_,13.06
_12343_,13.06
_13505_,13.06
_15654_,13.06
_17442_,13.06
net1273,13.06
_11324_,13.05
_03043_,13.04
_05011_,13.04
_05973_,13.04
_07552_,13.04
_13791_,13.04
_16730_,13.04
_17523_,13.04
_17617_,13.04
_18159_,13.04
_18240_,13.04
col_deskew_out\[2\].genblk1.u_deskew_buf.gen_delay.ptr\[5\],13.04
u_array.row_gen\[1\].col_gen\[2\].u_pe.x_s2\[9\],13.04
u_skew.row_skew\[2\].u_skew_buf.gen_delay.mem\[5\]\[1\],13.04
u_skew.row_skew\[3\].u_skew_buf.gen_delay.mem\[1\]\[12\],13.04
u_skew.row_skew\[3\].u_skew_buf.gen_delay.mem\[4\]\[6\],13.04
net462,13.04
net733,13.04
net1513,13.04
net2224,13.04
_12260_,13.035
_04877_,13.02
_08953_,13.02
_09507_,13.02
_12036_,13.02
_13728_,13.02
_14688_,13.02
_15278_,13.02
_15630_,13.02
_16036_,13.02
_17214_,13.02
_18369_,13.02
col_deskew_out\[1\].genblk1.u_deskew_buf.gen_delay.mem\[5\]\[8\],13.02
_05687_,13.01
_03257_,13
_06884_,13
_06948_,13
_06951_,13
_09571_,13
_12155_,13
_14014_,13
_15260_,13
_16207_,13
_16673_,13
_17811_,13
_10033_,12.99
_03415_,12.98
_04627_,12.98
_04999_,12.98
_05525_,12.98
_08585_,12.98
_09165_,12.98
_09651_,12.98
_11770_,12.98
_13624_,12.98
_15693_,12.98
_18188_,12.98
net1966,12.98
_03689_,12.96
_04062_,12.96
_06540_,12.96
_07032_,12.96
_11013_,12.96
_12507_,12.96
_12730_,12.96
_13305_,12.96
col_deskew_out\[0\].genblk1.u_deskew_buf.gen_delay.mem\[6\]\[6\],12.96
col_deskew_out\[1\].genblk1.u_deskew_buf.gen_delay.mem\[5\]\[2\],12.96
net1263,12.96
u_skew.row_skew\[3\].u_skew_buf.gen_delay.mem\[2\]\[13\],12.945
_03072_,12.94
_06731_,12.94
_09366_,12.94
_12352_,12.94
_12356_,12.94
_16356_,12.94
_16561_,12.94
_16622_,12.94
_16904_,12.94
u_skew.row_skew\[1\].u_skew_buf.gen_delay.mem\[2\]\[14\],12.94
_03064_,12.935
net524,12.925
_03864_,12.92
_04006_,12.92
_04867_,12.92
_05181_,12.92
_06211_,12.92
_08334_,12.92
_08453_,12.92
_08536_,12.92
_08891_,12.92
_08918_,12.92
_08969_,12.92
_09160_,12.92
_10786_,12.92
_11679_,12.92
_13408_,12.92
_13460_,12.92
_13541_,12.92
_14024_,12.92
_14037_,12.92
_15429_,12.92
u_array.p_wire\[7\]\[3\],12.92
u_array.row_gen\[0\].col_gen\[0\].u_pe.u_fp16_adder.valid_s2,12.92
u_skew.row_skew\[2\].u_skew_buf.gen_delay.mem\[5\]\[5\],12.92
net969,12.92
net1799,12.92
net2060,12.92
net2134,12.92
_02063_,12.905
_03300_,12.9
_08932_,12.9
_09799_,12.9
_16636_,12.9
_16909_,12.9
_17270_,12.9
_06626_,12.885
_04154_,12.88
_11429_,12.88
_12569_,12.88
_13989_,12.88
_14606_,12.88
col_deskew_out\[0\].genblk1.u_deskew_buf.gen_delay.mem\[0\]\[13\],12.88
col_deskew_out\[2\].genblk1.u_deskew_buf.gen_delay.ptr\[3\],12.88
u_array.row_gen\[0\].col_gen\[2\].u_pe.x_s2\[6\],12.88
u_skew.row_skew\[3\].u_skew_buf.gen_delay.mem\[5\]\[5\],12.88
net1914,12.88
net2050,12.88
net2614,12.88
u_array.row_gen\[2\].col_gen\[1\].u_pe.x_s2\[1\],12.87
_03291_,12.86
_04563_,12.86
_05468_,12.86
_05961_,12.86
_06623_,12.86
_15266_,12.86
net2556,12.86
net2567,12.86
_00338_,12.84
_10298_,12.84
_10557_,12.84
_11488_,12.84
_12714_,12.84
_14128_,12.84
u_skew.row_skew\[1\].u_skew_buf.gen_delay.mem\[1\]\[12\],12.84
net533,12.84
_00668_,12.82
_06657_,12.82
_08460_,12.82
_08910_,12.82
_10816_,12.82
_16184_,12.82
_16988_,12.82
_17688_,12.82
u_skew.row_skew\[1\].u_skew_buf.gen_delay.mem\[2\]\[10\],12.82
u_skew.row_skew\[3\].u_skew_buf.gen_delay.mem\[6\]\[11\],12.82
net2290,12.82
_00098_,12.805
_00194_,12.805
_03863_,12.8
_04279_,12.8
_05119_,12.8
_05186_,12.8
_06615_,12.8
_10511_,12.8
_12842_,12.8
_15877_,12.8
_17454_,12.8
_17752_,12.8
_18354_,12.8
_08106_,12.78
_13896_,12.78
_14828_,12.78
post_mul_gen\[3\].u_post_mul.a_in\[2\],12.78
_10187_,12.775
_01292_,12.765
_01867_,12.76
_02810_,12.76
_04637_,12.76
_05204_,12.76
_05617_,12.76
_07628_,12.76
_13062_,12.76
_14091_,12.76
_14414_,12.76
_14549_,12.76
_15449_,12.76
_15515_,12.76
u_array.row_gen\[1\].col_gen\[0\].u_pe.x_s2\[1\],12.76
net1116,12.76
col_deskew_out\[1\].genblk1.u_deskew_buf.gen_delay.mem\[0\]\[7\],12.755
_04318_,12.75
_09021_,12.75
_18541_,12.75
_00199_,12.745
_03262_,12.74
_08274_,12.74
_10987_,12.74
_11342_,12.74
_14772_,12.74
_16905_,12.74
u_array.row_gen\[2\].col_gen\[1\].u_pe.x_s2\[2\],12.74
u_array.row_gen\[2\].col_gen\[3\].u_pe.u_fp16_adder.exp_max_s1\[4\],12.74
u_array.row_gen\[3\].col_gen\[2\].u_pe.x_s1\[12\],12.74
u_skew.row_skew\[2\].u_skew_buf.gen_delay.mem\[3\]\[1\],12.74
net670,12.74
_06011_,12.73
_05621_,12.72
_06406_,12.72
_10144_,12.72
_11705_,12.72
_11794_,12.72
_12410_,12.72
u_array.row_gen\[1\].col_gen\[1\].u_pe.x_s1\[1\],12.72
net933,12.72
net2383,12.72
_05450_,12.705
_02998_,12.7
_05411_,12.7
_05645_,12.7
_10660_,12.7
_13722_,12.7
u_array.row_gen\[0\].col_gen\[2\].u_pe.x_s1\[6\],12.7
u_skew.row_skew\[2\].u_skew_buf.gen_delay.mem\[2\]\[2\],12.7
u_skew.row_skew\[3\].u_skew_buf.gen_delay.mem\[7\]\[11\],12.7
net1634,12.7
_13253_,12.69
y_out_flat[20],12.69
_14417_,12.68
_14939_,12.68
_17242_,12.68
post_mul_gen\[1\].u_post_mul.mant_mul_s1\[2\],12.68
u_skew.row_skew\[3\].u_skew_buf.gen_delay.mem\[8\]\[7\],12.68
net2315,12.68
_09198_,12.66
_16189_,12.66
_18326_,12.66
_18610_,12.66
u_array.row_gen\[0\].col_gen\[2\].u_pe.x_s2\[11\],12.66
net2292,12.66
_02936_,12.64
_04578_,12.64
_05605_,12.64
_05896_,12.64
_08367_,12.64
_09250_,12.64
_16395_,12.64
_17056_,12.64
_18303_,12.64
col_deskew_out\[1\].genblk1.u_deskew_buf.gen_delay.mem\[0\]\[8\],12.64
u_array.row_gen\[2\].col_gen\[1\].u_pe.x_s2\[7\],12.64
u_array.row_gen\[3\].col_gen\[1\].u_pe.x_s1\[9\],12.64
u_array.row_gen\[3\].col_gen\[1\].u_pe.x_s2\[8\],12.64
net633,12.64
_04912_,12.62
_04961_,12.62
_05171_,12.62
_05835_,12.62
_08356_,12.62
_08639_,12.62
_09985_,12.62
_11818_,12.62
_12741_,12.62
_13304_,12.62
_13803_,12.62
_14708_,12.62
_15005_,12.62
_15145_,12.62
_17633_,12.62
_18640_,12.62
pre_mul_gen\[1\].u_pre_mul.mant_mul_s1\[5\],12.62
u_array.row_gen\[2\].col_gen\[0\].u_pe.x_s1\[1\],12.62
net500,12.62
net777,12.62
net826,12.62
net1803,12.62
_13384_,12.615
_05300_,12.6
_05505_,12.6
_05707_,12.6
_07205_,12.6
_09397_,12.6
_09399_,12.6
_13431_,12.6
_13759_,12.6
_15801_,12.6
_17367_,12.6
_17670_,12.6
col_deskew_out\[0\].genblk1.v_deskew_shift\[5\],12.595
u_skew.row_skew\[3\].u_skew_buf.gen_delay.mem\[2\]\[11\],12.585
_00082_,12.58
_03917_,12.58
_06446_,12.58
_07815_,12.58
_08115_,12.58
_10261_,12.58
_11535_,12.58
_11666_,12.58
_12709_,12.58
_13025_,12.58
_15583_,12.58
_17974_,12.58
_18311_,12.58
u_array.row_gen\[0\].col_gen\[2\].u_pe.x_s1\[11\],12.58
